Code,Subject Code,Course Title,Credits,Semester Typically Offered,Foundations Designation,Description,Grading Basis,Course Type,Course Level,College,Department
ETHNIC230,ETHNIC,Introduction to Ethnic Studies (FS),3,fall and spring and summer,FS - Foundations of Social Sciences,Examines majority and minority relations%COMMA% challenging and motivating students to know themselves better and understand societal problems%COMMA% including racism%COMMA% prejudice%COMMA% etc. The degree to which ethnic relations involve questions of economic and political power%COMMA% the distribution of the power%COMMA% and American society's institutional role in maintaining and perpetuating systematic inequality are covered. Cross-listed with SOC230%COMMA% may be taken for credit once. ,Letter Grade - Regular,Lecture,Undergraduate,College of Arts and Sciences,Sociology
ETHNIC307,ETHNIC,Contemporary Asian American Studies,3,fall or spring or both,NULL,Examination of the Asian presence and experience in the United States emphasizing current social%COMMA% economic%COMMA% political%COMMA% and cultural issues. Cross-listed with SOC307%COMMA% may be taken for credit once. ,Letter Grade - Regular,Lecture,Undergraduate,College of Arts and Sciences,Sociology
ETHNIC306,ETHNIC,Contemporary African American Studies,3,fall or spring or both,NULL,Examination of the African American presence and experience in the contemporary United States emphasizing political%COMMA% socio-economic%COMMA% and cultural issues. Sociological and other perspectives will be introduced which offer promise in reconciling problems that separate peoples. Cross-listed with SOC306%COMMA% may be taken for credit once. ,Letter Grade - Regular,Lecture,Undergraduate,College of Arts and Sciences,Sociology
ETHNIC332,ETHNIC,Introduction to Mexican-American Studies,3,fall only,NULL,Social%COMMA% historical%COMMA% and political experiences of Mexican-Americans. Attention is given to history%COMMA% culture%COMMA% identity%COMMA% and contemporary issues of Mexican-Americans. Cross-listed with SOC332%COMMA% may be taken for credit once.,Letter Grade - Regular,Lecture,Undergraduate,College of Arts and Sciences,Sociology
EXPER100,EXPER,Student Organization Leadership Experience,1,fall or spring or both,NULL,Students who serve in organization leadership roles will explore their potential in this online course and learn to identify%COMMA% articulate%COMMA% and apply the skills gained in their roles through reflection and practice.,Pass/Fail - PF,Lecture,Undergraduate,NULL,NULL
FILM451,FILM,Practicum,1-4,fall or spring or both,NULL,Advanced film production work on faculty- or community-driven projects. May be repeated for credit.,Letter Grade - Regular,Lecture,Undergraduate,College of Arts and Sciences,Theatre%COMMA% Film%COMMA% and Creative Writing
FILM355,FILM,Writing for TV,3,fall only,NULL,"This course explores writing for series television. Over the course of the semester%COMMA% students will write""spec"" scripts and original pilots. The class will take an in-depth look at TV writing from the inside out%COMMA% learning how to""break"" an episode and how a TV writer's room works. May be repeated once for credit.",Letter Grade - Regular,Lecture,Undergraduate,College of Arts and Sciences,Theatre%COMMA% Film%COMMA% and Creative Writing
FILM293,FILM,Internship,1-12,fall or spring or summer or all,NULL,Internship credits are earned in supervised fieldwork specifically related to a student's major. To enroll in courses numbered 293 or 493%COMMA% a student must have attained a cumulative grade-point average of 2.00 or higher. No more than 12 credits of internship and/or Work U may be applied towards graduation requirements.,Letter Grade - Regular,Internship,Undergraduate,College of Arts and Sciences,Theatre%COMMA% Film%COMMA% and Creative Writing
FILM495,FILM,Film Careers and Portfolio (FF),3,fall and spring only,FF - Finishing Foundations,Compile and present portfolio materials from undergraduate work%COMMA% reflect on career goals and aspirations%COMMA% and explore career trajectories in the film and television industry.,Letter Grade - Regular,Lecture,Undergraduate,College of Arts and Sciences,Theatre%COMMA% Film%COMMA% and Creative Writing
FILM250,FILM,Screenwriting I,3,fall and spring only,NULL,Creative and critical exploration of writing for the screen%COMMA% with an emphasis on the short film. Students will write and analyze scripts with a focus on the basic theory and formal aspects of story%COMMA% structure%COMMA% and character.,Letter Grade - Regular,Lecture,Undergraduate,College of Arts and Sciences,Theatre%COMMA% Film%COMMA% and Creative Writing
FILM430,FILM,Auteur Series,3,spring only,NULL,A rotating series studying filmmakers and TV creators%COMMA% focusing on issues of authorship%COMMA% aesthetics and worldview as represented over a body of work. Course may be repeated for credit.,Letter Grade - Regular,Lecture,Undergraduate,College of Arts and Sciences,Theatre%COMMA% Film%COMMA% and Creative Writing
FILM190,FILM,Intro to Production,3,fall and spring only,NULL,Introduction to the theory and practice of film production.,Letter Grade - Regular,Lecture,Undergraduate,College of Arts and Sciences,Theatre%COMMA% Film%COMMA% and Creative Writing
FILM460,FILM,Postproduction II: Motion Graphics,3,fall or spring or both,NULL,Practice of motion graphics and animation using After Effects%COMMA% Photoshop%COMMA% and other applications. ,Letter Grade - Regular,Lecture,Undergraduate,College of Arts and Sciences,Theatre%COMMA% Film%COMMA% and Creative Writing
FILM290,FILM,Intermediate Production,3,fall or spring or both,NULL,Survey and application of narrative and nonfiction production theory and practice.,Letter Grade - Regular,Lecture,Undergraduate,College of Arts and Sciences,Theatre%COMMA% Film%COMMA% and Creative Writing
FILM403,FILM,Short Film Lab: Production,3,summer only,NULL,Principal photography of short films developed in the Short Film Lab. May be repeated for credit.,Letter Grade - Regular,Lecture,Undergraduate,College of Arts and Sciences,Theatre%COMMA% Film%COMMA% and Creative Writing
FILM301,FILM,Film History I,3,fall only,NULL,Survey of the history of world cinema to 1946. Explores the origins of film grammar and the development of film as a narrative medium%COMMA% as informed by culture%COMMA% social history%COMMA% emerging technologies and industrial innovations. ,Letter Grade - Regular,Lecture,Undergraduate,College of Arts and Sciences,Theatre%COMMA% Film%COMMA% and Creative Writing
FILM220,FILM,Cinema History and Aesthetics (FA),3,fall or spring or both,FA - Foundations of Art,Designed to provide knowledge of the development of motion pictures with attention given to the elements and qualities peculiar to cinema which give it validity as a unique and multi-cultural art form.,Letter Grade - Regular,Lecture,Undergraduate,College of Arts and Sciences,Theatre%COMMA% Film%COMMA% and Creative Writing
