"Code","Subject Code","Number","Cross-listed","Course Title","Lecture Hours","Lab/Studio Hours","Credits","Semester Typically Offered","Foundations Designation","Description","Grading Basis","(requiresPermission)","Prerequisites","Co-requisites","Repeatable","Max Attempts","Total Credits Allowed","Course Type","Course Level","College","Department"
"GEOG213","GEOG","213",,"Weather and Climate","3","0","3","fall only",,"Introduction to meteorology, including the circulation in the atmosphere, global heat and moisture balance, greenhouse effect, radiation budget, and world climate zones. Students will learn the factors that control weather and climate, when, where, and why hazardous weather occurs, and how to predict and interpret the weather.","Letter Grade - Regular",,"Completed at least 1 of the following:
GEOG101 - Introduction to Geography (FS) (3)
GEOL101 - Physical Geology (FN) (4)
GEOS101 - Global Environmental Science (FN) (4)
ENVSTD121 - Introduction to the Environment (FN) (3)
",,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","Geosciences"
"GEOG596","GEOG","596",,"Independent Study","V","V","1–6","fall or spring or summer or all",,"Advanced study of a specialized topic; design and completion of a project may be included in the study. The student works with a high degree of Independence to meet well-defined goals under the supervision of a member of the graduate faculty. Requires submission of a completed Application for Graduate Independent Study prior to the deadline specified in the academic calendar. An independent study cannot be substituted for a course regularly offered at Boise State, nor can independent study credits be used to improve a grade in a course the student has already taken. Either graded or pass/fail.","Letter Grade - Regular","Requires Permission of Instructor Only",,,"true","99","99","Independent Study","Graduate","College of Arts and Sciences","Geosciences"
"GEOG561","GEOG","561",,"Remote Sensing and Image Processing","3","0","3","fall only",,"Fundamentals and applications of satellite and airborne remote sensing for physical, natural, engineering, and social sciences. Emphasis on acquiring, processing, and interpreting satellite images through hands-on activities. Introduction to lidar and radar. No programming experience required.","Letter Grade - Regular",,"Declared or admitted to Geophysics PhD, Geoscience MS, Geosciences PhD, Geophysics MS, Geographic Information Analysis GC, Hydrologic Sciences MS, MESci, Ecology, Evolution, and Behavior PhD, Global Change Biology Emphasis, Biology MS, Human-Environment Systems GC, MPH, Anthropology MA, or Civil Engineering MS
",,"false",,"3","Lecture","Graduate","College of Arts and Sciences","Geosciences"
"GEOG592","GEOG","592",,"Portfolio","V","V","1–6","fall or spring or summer or all",,"A broad-based selection of significant student work that is used to appraise student performance and professional development. A portfolio reflects the depth and breadth of a student’s educational growth since entering the graduate program. Portfolios may include, but not be limited to, classroom examinations, journals, writing samples, publishable scholarship, professional projects, annotated bibliographies, and artistic endeavors, Pass/fail only.","Pass/Fail/In-Progress - PIP",,,,"true","99","99","Lecture","Graduate","College of Arts and Sciences","Geosciences"
"GEOG200","GEOG","200",,"The Global Neighborhood (FS)","3","0","3","fall and spring only","FS - Foundations of Social Sciences","Geographic investigations of the relationships, interactions, and diversity in and between the world's cultural, political, economic, and physical regions.","Letter Grade - Regular",,,,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","Geosciences"
"GEOG590","GEOG","590",,"Practicum/Internship","V","V","1–12","fall or spring or summer or all",,"To earn graduate credit you must have a 3.00 cumulative GPA and no more than 12 credits may be applied toward a graduate degree or second undergraduate degree. Some graduate programs, however, accept only 3 internships credits. Practicum/Internship cannot be repeated to improve a grade. Either graded or pass/fail.
Notes: An undergraduate internship is an entry level employment experience related to the discipline. The graduate intern already has an undergraduate degree and is expected to perform with a higher level of responsibility, decision-making authority, and accomplishment.","Letter Grade - Regular","Requires Permission of Instructor Only",,,"true","99","99","Practicum","Graduate","College of Arts and Sciences","Geosciences"
"GEOG493","GEOG","493",,"Internship","V","V","1–12","fall or spring or summer or all",,"Internship credits are earned in supervised fieldwork specifically related to a student's major. To enroll in courses numbered 293 or 493, a student must have attained a cumulative grade-point average of 2.00 or higher. No more than 12 credits of internship and/or Work U may be applied towards graduation requirements.","Letter Grade - Regular","Requires Permission of Instructor Only",,,"true","99","99","Internship","Undergraduate","College of Arts and Sciences","Geosciences"
"GEOG360","GEOG","360",,"Introduction to Geographic Information Systems","2","2","3","fall or spring or both",,"Concepts and principles underlying the operations of geographic information systems (GIS). Cartographic fundamentals, global positioning systems, data collection, data entry, data management. Competency in Windows and spreadsheets is strongly recommended.","Letter Grade - Regular",,"Completed at least 1 of the following:
MATH254 - Statistical Methods (FM) (3)
MATH360 - Engineering Statistics (3)
MATH361 - Probability and Statistics I (3)
SPS240 - Data in Public Service (3)
",,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","Geosciences"
"GEOG598","GEOG","598",,"Seminar","V","V","1–4","fall or spring or summer or all",,"Small group meetings for the exchange ideas, debate of issues, or presentation of research.  Format, conduct, and purpose of seminars vary widely among disciplines. Either graded or pass/fail.","Letter Grade - Regular",,,,"true","99","99","Seminar","Graduate","College of Arts and Sciences","Geosciences"
"GEOG498","GEOG","498",,"Seminar","V","V","1–4","fall or spring or summer or all",,"A seminar is a small class that examines a particular topic. Seminars are typically discussion oriented and are most commonly offered at the junior, senior, or graduate level.","Letter Grade - Regular",,,,"false",,,"Seminar","Undergraduate","College of Arts and Sciences","Geosciences"
"GEOG331","GEOG","331",,"Climates of the Past","3","0","3","spring only",,"Examination of past drivers and responses to climate change on Earth. Concepts include feedback systems, how climate change in the past is used to understand recent climate changes, and the temporal and spatial scale of climate change.","Letter Grade - Regular",,"Completed at least 1 of the following:
GEOL101 - Physical Geology (FN) (4)
GEOS101 - Global Environmental Science (FN) (4)
",,"false",,,"Lecture","Undergraduate","College of Arts and Sciences","Geosciences"
"GEOG562","GEOG","562",,"Geographic Information Analysis","2","2","3","fall or spring or both",,"For graduate students with previous GIS experience or course work. Covers the operations and spatial analysis capabilities of a GIS, including spatial data models and data structure, spatial data management, and the spatial statistical analyses used to solve various problems. Lab fee.","Letter Grade - Regular",,"Completed the following:
GEOG561 - Remote Sensing and Image Processing (3)
",,"false",,"3","Lecture","Graduate","College of Arts and Sciences","Geosciences"
